budget,id_pelicula,original_language,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_ok,spoken_languages_ok,production_countries,belong_to_collection,production_companies_ok,release_year,return
3500000.0,573,en,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",5.316387,1972-05-25,12600000.0,116.0,Released,Just an ordinary necktie used with a deadly new twist.,Frenzy,7.2,162,"Crime,Drama,Mystery,Thriller",English,United Kingdom,,Universal Pictures,1972,3.6
60000000.0,12146,en,"When rancher and single mother of two Maggie Gilkeson sees her teenage daughter, Lily, kidnapped by Apache rebels, she reluctantly accepts the help of her estranged father, Samuel, in tracking down the kidnappers. Along the way, the two must learn to reconcile the past and work together if they are going to have any hope of getting Lily back before she is taken over the border and forced to become a prostitute.",8.975439,2003-11-26,0.0,135.0,Released,"How far would you go, how much would you sacrifice to get back what you have lost?",The Missing,6.1,162,"Thriller,Western,Adventure","English,Español",United States of America,,"Columbia Pictures,Imagine Entertainment,Revolution Studios,Daniel Ostroff Productions",2003,0.0
8000000.0,13474,en,"Angela, a corporate climber, gets stuck working late on Christmas Eve and finds herself the target of an unhinged security guard. With no help in sight, the woman must overcome physical and psychological challenges to survive.",9.276709,2007-11-09,7766240.0,98.0,Released,,P2,5.7,162,"Horror,Thriller",English,United States of America,,Summit Entertainment,2007,0.97
10000000.0,329981,en,"A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",6.944457,2016-11-11,13082071.0,91.0,Released,Some fears can't be shut out.,Shut In,4.8,162,"Drama,Thriller",English,"Canada,France",,"Canal+,EuropaCorp,Ciné+,Lava Bear Films,Transfilm International",2016,1.31
28000000.0,14292,en,"In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: ""Do you believe in miracles?"" Yes!",8.248999,2004-02-06,64445708.0,135.0,Released,"If you believe in yourself, anything can happen.",Miracle,7.0,162,"Drama,History",English,United States of America,,Walt Disney,2004,2.3
4000000.0,257345,en,A family returns from a Grand Canyon vacation with a supernatural presence in tow.,12.187189,2016-05-13,10898293.0,92.0,Released,Evil comes home,The Darkness,4.5,162,"Horror,Thriller",English,United States of America,,"Universal Pictures,Blumhouse Productions,Chapter One Films",2016,2.72
1.0,347201,ja,"Boruto is the son of the 7th Hokage Naruto who completely rejects his father. Behind this, he has feelings of wanting to surpass Naruto, who is respected as a hero. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation written by Masashi Kishimoto rises!",7.245984,2015-08-07,0.0,100.0,Released,,Boruto: Naruto the Movie,7.7,162,"Action,Animation,Fantasy",日本語,Japan,Naruto Collection,Studio Pierrot,2015,0.0
1.0,13320,en,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.,5.461487,1957-02-13,0.0,103.0,Released,'S Wonderful! 'S Marvelous!,Funny Face,7.0,162,"Music,Comedy,Romance",English,United States of America,,Paramount Pictures,1957,0.0
1800000.0,16296,en,"Aliens, who look like clowns, arrive on Earth to capture and harvest people in order to use them as sustenance.",6.906831,1988-05-27,0.0,88.0,Released,"In space, no one can eat ice cream.",Killer Klowns from Outer Space,5.8,161,"Comedy,Horror,Science Fiction","English,Français",United States of America,,"Chiodo Brothers Productions,Sarlui / Diamant Production",1988,0.0
18000000.0,11286,en,"A cross-country road race is based on an actual event, the Cannonball Baker Sea to Shining Sea Memorial Trophy Dash, organized by Brock Yates to protest the 55 mph speed limit then in effect in the U.S. The Cannonball was named for Erwin G. ""Cannonball"" Baker, who in the roaring 20's rode his motorcycle across the country. Many of the characters are based on ruses developed by real Cannonball racers over the several years that the event was run.",6.693055,1981-06-19,72179579.0,95.0,Released,You'll root for them all...but you'll never guess who wins.,The Cannonball Run,6.2,161,Comedy,"日本語,普通话,العربية,English",United States of America,Cannonball Run Collection,Eurasia Investments,1981,4.01
1.0,13198,en,"Zia, distraught over breaking up with his girlfriend, decides to end it all. Unfortunately, he discovers that there is no real ending, only a run-down afterlife that is strikingly similar to his old one, just a bit worse. Discovering that his ex-girlfriend has also ""offed"" herself, he sets out on a road trip, with his Russian rocker friend, to find her. Their journey takes them through an absurd purgatory where they discover that being dead doesn't mean you have to stop livin'!",5.213094,2006-01-24,0.0,88.0,Released,"Life is a trip, but the afterlife is one hell of a ride",Wristcutters: A Love Story,6.7,161,"Comedy,Drama,Fantasy,Romance",English,"United Kingdom,United States of America",,No Matter Pictures,2006,0.0
30000000.0,4967,en,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.",6.045585,2000-04-14,37036004.0,127.0,Released,"If you have to believe in something, you may as well believe in love.",Keeping the Faith,5.9,161,Comedy,"עִבְרִית,English,Español",United States of America,,"Spyglass Entertainment,Touchstone Pictures,Triple Threat Talent",2000,1.23
3000000.0,821,en,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",9.697105,1961-12-01,10000000.0,186.0,Released,The event the world will never forget,Judgment at Nuremberg,7.6,161,"Drama,History",English,"Germany,United States of America",,"United Artists,Roxlom Films",1961,3.33
35000000.0,10216,en,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.",13.495247,1998-04-10,19165560.0,93.0,Released,Mating season begins...,Species II,4.5,161,"Science Fiction,Action,Horror",English,United States of America,Species Collection,Metro-Goldwyn-Mayer (MGM),1998,0.55
18000000.0,350312,te,"When Mahendra, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",9.042261,2017-04-27,230000000.0,161.0,Released,,Baahubali 2: The Conclusion,6.7,161,"Action,Adventure,History,War","தமிழ்,తెలుగు",India,Bahubali Collection,Arka Media Works,2017,12.78
1.0,9644,en,"An LA detective is murdered because she has microfilm with the recipe to make cocaine cookies. A ""Lethal Weapon"" style cop team tries to find and stop the fiends before they can dope the nation by distributing their wares via the ""Wilderness Girls"" cookie drive.",11.511683,1993-02-04,0.0,84.0,Released,See it before they make the sequel!,National Lampoon's Loaded Weapon 1,5.7,161,Comedy,English,United States of America,,New Line Cinema,1993,0.0
1.0,58547,en,A group of friends reunite ten years after their high-school graduation.,8.881954,2011-09-12,201146.0,100.0,Released,Who Got Fat? Who Didn't Change? Who Got Rich? Who Got Hot?,10 Years,5.7,161,"Comedy,Drama",English,United States of America,,"Anchor Bay Films,Temple Hill Entertainment,Boss Media,33andOut Productions,Iron Horse Entertainment (II)",2011,201146.0
1.0,11908,en,"When a group of tourists on a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",8.956081,2006-04-27,0.0,83.0,Released,Stay out of the swamp.,Hatchet,5.7,161,"Comedy,Horror",English,United States of America,Hatchet Collection,ArieScope Pictures,2006,0.0
2791874.0,393729,fr,"In a ghetto where religion and drug trafficking rub shoulders, Dounia has a lust for power and success. Supported by Maimouna, her best friend, she decides to follow in the footsteps of Rebecca, a respected dealer. But her encounter with Djigui, a young, disturbingly sensual dancer, throws her off course.",8.987123,2016-08-31,0.0,105.0,Released,,Divines,8.1,161,Drama,Français,"France,Qatar",,"France 2 Cinéma,Easy Tiger",2016,0.0
35000000.0,8197,en,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",5.145907,1997-11-21,25105255.0,155.0,Released,,Midnight in the Garden of Good and Evil,6.3,161,"Crime,Drama,Mystery,Thriller",English,United States of America,,"Warner Bros.,Malpaso Company",1997,0.72
11000000.0,152780,fr,"After four years apart, Ahmad returns to his wife Marie in Paris in order to progress their divorce. During his brief stay, he cannot help noticing the strained relationship between Marie and her daughter Lucie. As he attempts to improve matters between mother and daughter Ahmad unwittingly lifts the lid on a long buried secret...",9.166555,2013-05-17,10631747.0,130.0,Released,,The Past,7.1,161,"Drama,Mystery",Français,"France,Iran,Italy",,"Memento Films Production,France 3 Cinema",2013,0.97
1.0,11891,en,"A movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together.
 As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way, he encounters some strange characters",5.305679,2002-01-25,0.0,81.0,Released,,Kung Pow: Enter the Fist,6.0,161,"Action,Comedy",English,"Hong Kong,United States of America",,"Twentieth Century Fox Film Corporation,O Entertainment",2002,0.0
1.0,10727,en,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before",11.878552,2003-01-24,0.0,86.0,Released,Evil rises.,Darkness Falls,4.9,161,"Thriller,Horror",English,"Australia,United States of America",,"Village Roadshow Pictures,Revolution Studios,Distant Corners Entertainment Group Inc.,Blue Star Productions,Morningstar Films",2003,0.0
1.0,356298,en,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time.",8.067119,2016-07-22,4417667.0,90.0,Released,The spotlight's not for everyone.,Don't Think Twice,6.4,161,"Comedy,Drama",English,United States of America,,"Cold Iron Pictures,The Film Arcade",2016,4417667.0
10000000.0,402298,en,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",10.754997,2016-09-30,4073489.0,109.0,Released,The whole world knows the Holocaust happened. Now she needs to prove it.,Denial,6.5,161,"Drama,History",English,"United Kingdom,United States of America",,"BBC Films,Participant Media,Krasnoff Foster Productions,Shoebox Films",2016,0.41
12000000.0,17130,en,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",6.631356,2002-02-15,61141030.0,93.0,Released,Dreams change. Friends are forever,Crossroads,4.7,161,"Action,Adventure,Comedy,Drama,Family,Music,Romance",English,United States of America,,"Paramount Pictures,MTV Films",2002,5.1
1.0,250766,en,"Life Itself recounts the surprising and entertaining life of renowned film critic and social commentator Roger Ebert. The film details his early days as a freewheeling bachelor and Pulitzer Prize winner, his famously contentious partnership with Gene Siskel, his life-altering marriage, and his brave and transcendent battle with cancer.",7.615552,2014-07-04,0.0,120.0,Released,,Life Itself,7.7,160,Documentary,English,United States of America,,"Film Rites,Kartemquin Films,CNN Films",2014,0.0
1000000.0,10176,en,"After a top-secret experiment misfires, a scientist may be the only man left alive in the world.",7.782919,1985-09-08,0.0,91.0,Released,The End of the World is Just the Beginning,The Quiet Earth,6.7,160,"Drama,Science Fiction,Thriller",English,New Zealand,,"Cinepro,Mr. Yellowbeard Productions Limited & Company",1985,0.0
1.0,14326,en,"Two unhappy people's lives become entwined when they have a life changing romance. Adrienne is a woman who's trying to decide whether to stay in her unhappy marriage or not. Her life changes when Paul, a doctor who is traveling to reconcile with his estranged son, checks into an inn in a North Carolina beach town where she is staying.",5.95117,2008-09-26,84375061.0,97.0,Released,It's never too late for a second chance,Nights in Rodanthe,5.9,160,"Drama,Romance","English,Español","Australia,United States of America",,"Village Roadshow Pictures,DiNovi Pictures,Warner Bros.",2008,84375061.0
4000000.0,81390,en,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,6.780752,2011-04-09,25345000.0,99.0,Released,"Out here, there's nowhere to hide.",A Lonely Place to Die,6.2,160,"Adventure,Action,Thriller,Crime","English,Italiano",United Kingdom,,"Carnaby International,Molinare Studios,Eigerwand Pictures",2011,6.34
20000000.0,289222,en,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",13.655178,2017-03-31,13162475.0,126.0,Released,They gave all they had to save all they could,The Zookeeper's Wife,7.1,160,"Drama,History",English,"Czech Republic,United Kingdom,United States of America",,"Scion Films,LD Entertainment,Czech Anglo Productions",2017,0.66
5000000.0,11569,en,"Pinhead is trapped in a sculpture and fortunately for him the sculpture is bought by a young playboy who owns his own night club. Pinhead busies himself escaping by getting the playboy to lure victims to his presence so he can use their blood. Once free, he seeks to destroy the puzzle cube so he need never return to Hell, but a female reporter is investigating the grisly murders and stands in his way.",6.546551,1992-09-11,12534961.0,93.0,Released,"What started in hell, will end on Earth",Hellraiser III: Hell on Earth,5.3,160,"Horror,Thriller,War",English,"Canada,United States of America",Hellraiser Collection,"Fifth Avenue Entertainment,Trans Atlantic Entertainment,Lakeshore International",1992,2.51
5000000.0,173,en,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",8.722406,1954-12-23,28200000.0,127.0,Released,The mightiest motion picture of them all!,"20,000 Leagues Under the Sea",6.9,160,"Adventure,Drama,Science Fiction",English,United States of America,,Walt Disney Productions,1954,5.64
1.0,400136,ja,BSAA Chris Redfield enlists the help of government agent Leon S. Kennedy and Professor Rebecca Chambers from Alexander Institute of Biotechnology to stop a death merchant with a vengeance from spreading a deadly virus in New York.,13.875911,2017-05-27,0.0,97.0,Released,,Resident Evil: Vendetta,6.6,160,"Action,Adventure,Animation,Horror,Mystery,Science Fiction","English,日本語",Japan,Resident Evil: Biohazard,"Capcom,Stage 6 Films,Kadokawa,Capcom Company,Marza animation planet",2017,0.0
1500000.0,10794,en,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put the name on the guest list for an upcoming party at the home of a Hollywood film director. Unfortunately, from the moment he arrives, one thing after another goes wrong with a compounding affect.",5.354787,1968-04-04,0.0,99.0,Released,If you've ever been to a wilder party... you're under arrest!,The Party,7.3,160,Comedy,"English,Français,Italiano,普通话,Pусский",United States of America,,The Mirisch Corporation,1968,0.0
1.0,9611,en,"Two not-too-bright party girls reinvent themselves for their high school reunion. Armed with a borrowed Jaguar, new clothes and the story of their success as the inventors of Post-It notes, Romy and Michele descend on their alma mater, but their façade crumbles quickly.",5.889414,1997-04-25,29235353.0,92.0,Released,The Blonde Leading The Blonde.,Romy and Michele's High School Reunion,6.0,160,Comedy,"English,Français,Magyar",United States of America,,Touchstone Pictures,1997,29235353.0
1.0,317952,en,"In the Mexican state of Michoacán, Dr. Jose Mireles, a small-town physician known as ""El Doctor,"" shepherds a citizen uprising against the Knights Templar, the violent drug cartel that has wreaked havoc on the region for years. Meanwhile, in Arizona's Altar Valley—a narrow, 52-mile-long desert corridor known as Cocaine Alley—Tim ""Nailer"" Foley, an American veteran, heads a small paramilitary group called Arizona Border Recon, whose goal is to halt Mexico’s drug wars from seeping across our border.",4.889765,2015-07-03,0.0,100.0,Released,,Cartel Land,7.4,160,"Drama,Documentary","English,Español","Mexico,United States of America",,"The Documentary Group,Our Time Projects",2015,0.0
6000000.0,316154,en,"In a desert wasteland in Texas, a muscled cannibal breaks one important rule: don’t play with your food.",78.8072,2017-06-23,0.0,119.0,Released,,The Bad Batch,5.3,160,"Thriller,Romance,Science Fiction",English,United States of America,,"Annapurna Pictures,Vice Films,Neon",2017,0.0
1.0,1075,sr,"Matko is a small time hustler, living by the Danube with his 17 year old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her.",6.261475,1998-06-01,0.0,127.0,Released,,"Black Cat, White Cat",7.7,160,"Comedy,Romance",Srpski,"Austria,France,Germany,Romania,Serbia",,Ciby 2000,1998,0.0
1.0,7300,en,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",7.009946,1996-12-20,97529550.0,108.0,Released,She was having a perfectly bad day... Then he came along and spoiled it.,One Fine Day,6.1,160,"Comedy,Romance",English,United States of America,,"Twentieth Century Fox Film Corporation,Fox 2000 Pictures,Via Rosa Productions,Rosa Productions",1996,97529550.0
10000000.0,250066,en,"Two brothers, both with troubled paths, find themselves in the middle of one last bank job.",6.278168,2014-09-11,0.0,94.0,Released,Brothers in arms for life.,American Heist,4.3,160,Action,English,"Canada,Luxembourg",,"NGN Productions,Glacier Films,Maple Leaf Finance Primeredian Entertainment",2014,0.0
1.0,375798,fr,"Brice is back. The world has changed, but not him. When his best friend, Marius, calls for help, he goes on a wild adventure that will lead him to the other side of the world... Travel shapes youth but will he remain the king of the ""casse"" ?",7.276407,2016-10-19,0.0,95.0,Released,,Brice 3,4.3,160,Comedy,Français,France,Brice Collection,"Gaumont,M6 Films,Mandarin Cinéma,JD Prod",2016,0.0
15000000.0,11478,en,"Luke's exultance at being selected for The Skulls (a secret society bred within the walls of a prominent Ivy League Campus) is soon overshadowed when he realises that all is 'not well in Wonderland'. For The Skulls is a breeding ground for the future powerful and elite. It's not only a far cry from his working class background, but it also hallows its own deep and dark secrets.",11.363754,2000-03-31,35007180.0,106.0,Released,Getting in is easy. Getting out is a killer.,The Skulls,5.7,160,"Crime,Drama,Thriller",English,"Canada,United States of America",The Skulls Collection,"Universal Pictures,Original Film,Newmarket Capital Group,Cranium Films",2000,2.33
15000000.0,10186,en,"Rob ""Fish"" Fishman is the drummer in '80s hair metal band Vesuvius. He's unceremoniously booted as the group signs a big record deal, is out of the music world for 20 years - and then receives a second chance with his nephew's band.",9.469873,2008-08-20,8762890.0,102.0,Released,Opportunity rocks.,The Rocker,5.6,159,"Comedy,Music","English,Français",United States of America,,Fox Atomic,2008,0.58
1000000.0,11837,en,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",5.602126,1978-10-14,3713768.0,88.0,Released,"All the world will be your enemy, Prince with a Thousand Enemies, and when they catch you, they will kill you... but first they must catch you.",Watership Down,7.3,159,"Adventure,Animation,Drama",English,United Kingdom,,"AVCO Embassy Pictures,Nepenthe Productions,Watership Productions",1978,3.71
11000000.0,12837,en,"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",6.390463,2008-09-17,38105395.0,114.0,Released,"Bring Your Girlfriends, Sisters, Mothers and Daughters.",The Secret Life of Bees,7.4,159,Adventure,English,United States of America,,"Fox Searchlight Pictures,Donners' Company,Dune Entertainment III,Overbrook Entertainment",2008,3.46
40000000.0,1833,en,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village, New York, USA. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, HIV/AIDS, and modern day life.",9.530278,2005-11-23,31670620.0,135.0,Released,No day but today.,Rent,6.7,159,"Drama,Romance",English,United States of America,,"Columbia Pictures,1492 Pictures,Revolution Studios",2005,0.79
6500000.0,11033,en,"A mysterious, tall, blonde woman, wearing sunglasses murders one of a psychiatrist's patients, and now she's after the prostitute who witnessed it.",9.3806,1980-06-25,31899000.0,105.0,Released,The Latest Fashion In Murder,Dressed to Kill,6.8,159,"Horror,Mystery,Thriller",English,United States of America,,"Filmways Pictures,Cinema 77 Films",1980,4.91
15000000.0,10564,en,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life.",5.833133,2000-04-27,33771174.0,120.0,Released,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,Where the Heart Is,6.9,159,"Comedy,Drama,Romance",English,United States of America,,"Twentieth Century Fox Film Corporation,Wind Dancer Films",2000,2.25
38000000.0,268531,en,"Two mischievous kids hypnotize their mean elementary school principal and turn him into their comic book creation, the kind-hearted and elastic-banded Captain Underpants.",88.561239,2017-06-01,110824373.0,89.0,Released,,Captain Underpants: The First Epic Movie,6.5,159,"Action,Animation,Comedy,Family","Nederlands,English",United States of America,,"DreamWorks Animation,Scholastic Entertainment",2017,2.92
30000000.0,11208,en,"Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day.",5.605652,2004-09-03,13001257.0,114.0,Released,Passion never dies.,Wicker Park,6.7,159,"Drama,Mystery,Romance,Thriller",English,United States of America,,"Lakeshore Entertainment,Metro-Goldwyn-Mayer (MGM),Mel's Cite du Cinema",2004,0.43
1.0,94365,en,"Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.",5.360948,2015-05-22,0.0,103.0,Released,100% politically incorrect,The Human Centipede 3 (Final Sequence),3.7,159,Horror,English,United States of America,The Human Centipede Collection,Six Entertainment,2015,0.0
1.0,11787,en,"The classic stage hit gets the Hollywood treatment in the story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",5.306185,1950-10-13,0.0,104.0,Released,The Wonderful Pulitzer Prize Play... becomes one of the Great Motion Pictures of our Time!,Harvey,7.7,159,"Comedy,Drama",English,United States of America,,Universal International Pictures (UI),1950,0.0
35000000.0,11849,en,"The classic role-playing game comes to life in this magical adventure. The empire of Izmer is a divided land: Elite magicians called Mages rule while lowly commoners are powerless. When Empress Savina (Thora Birch) vows to bring equality and prosperity to her land, the evil Mage Profion (Jeremy Irons) plots to depose her. But this good-vs.-evil battle is no game!",4.884311,2000-12-08,15185241.0,107.0,Released,This is no game.,Dungeons & Dragons,3.9,159,"Action,Adventure,Fantasy,Science Fiction","English,Polski","Czech Republic,United States of America",Dungeons & Dragons Collection,"New Line Cinema,Silver Pictures,Sweetpea Entertainment",2000,0.43
8500000.0,2099,en,"Mark Kaminsky is kicked out of the FBI for his rough treatment of a suspect. He winds up as the sheriff of a small town in North Carolina. FBI Chief Harry Shannon, whose son has been killed by a mobster named Patrovina, enlists Kaminsky in a personal vendetta with a promise of reinstatement into the FBI if Patrovina is taken down. To accomplish this, he must go undercover and join Patrovina's gang.",9.292099,1986-06-06,16209459.0,106.0,Released,Nobody gives him a Raw Deal,Raw Deal,5.5,159,"Action,Crime,Thriller",English,United States of America,,"De Laurentiis Entertainment Group (DEG),Famous Films (II),International Film Corporation",1986,1.91
9000000.0,301608,en,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.,7.55939,2016-04-29,0.0,93.0,Released,Bad cops make the best criminals,The Trust,4.8,159,"Crime,Thriller",English,"United Kingdom,United States of America",,"Ingenious Media,Prettybird,Saeculum Productions,Hassell Free Production,The Electric Shadow Company,Highland Film Group (HFG),Saban Films",2016,0.0
1.0,10344,en,"Martin Brundle, born of the human/fly, is adopted by his father's place of employment (Bartok Inc.) while the employees simply wait for his mutant chromosomes to come out of their dormant state.",9.207436,1989-02-10,38903179.0,105.0,Released,Like Father Like Son,The Fly II,5.2,159,"Horror,Science Fiction,Thriller","English,Polski","Canada,United States of America",The Fly Collection,Brooksfilms,1989,38903179.0
1.0,780,fr,"A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",8.903953,1928-04-21,0.0,110.0,Released,An Immortal Screen Classic that will live Forever!,The Passion of Joan of Arc,8.2,159,"Drama,History",Français,France,,Société générale des films,1928,0.0
1.0,37265,it,"Diana is a Roman wife happily married to sympathetic Paolo but she is keen on playing benign games of seduction with other men while resisting the advances of chic lingerie shop owner Silvio. She narrates her adventures to Paolo in order to stimulate their otherwise monotonous sexual life. However, under the influence of her lesbian friend Antonietta and raunchy sister Nadia, Diana starts to move the ongoings further while Paolo is still prone to believing that events narrated by her are merely fantasies.",4.258331,1992-02-21,0.0,93.0,Released,,All Ladies Do It,3.8,159,"Comedy,Drama",Italiano,Italy,,Faso Film,1992,0.0
1.0,355008,en,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,5.453322,2016-04-22,0.0,100.0,Released,Fake news. Real disaster.,Special Correspondents,5.6,159,Comedy,English,United Kingdom,,"Bron Studios,Creative Wealth Media Finance,Unanimous Entertainment",2016,0.0
1.0,228973,en,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.,8.101355,2015-03-20,0.0,92.0,Released,Survive.,Backcountry,5.8,159,"Drama,Horror,Thriller",English,Canada,,"Téléfilm Canada,Fella Films,Northern Ontario Heritage Fund",2015,0.0
10000000.0,314385,en,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",12.61223,2015-11-12,3727746.0,122.0,Released,,By the Sea,5.4,159,"Drama,Romance","Український,English,Français","France,United States of America",,"Plan B Entertainment,Jolie Pas,Pellikola",2015,0.37
1.0,375315,fa,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life.",5.673744,2016-06-24,2402067.0,125.0,Released,,The Salesman,7.1,158,"Drama,Thriller",فارسی,"France,Iran",,"Memento Films Production,Arte France Cinéma,Doha Film Institute,Farhadi Film Production",2016,2402067.0
1.0,11178,ko,Based on a series of true stories posted by Ho-sik Kim on the Internet describing his relationship with his girlfriend. These were later transformed into a best-selling book and the movie follows the book closely. It describes the meeting of Kyun-woo and an unnamed girl. Kyun-woo is shamed into assisting the girl because the other passengers mistakenly think she is his girlfriend.,5.980499,2001-07-27,0.0,123.0,Released,,My Sassy Girl,7.3,158,"Drama,Comedy,Romance","English,한국어/조선말",South Korea,My Sassy Girl Collection,,2001,0.0
